sessionID,page_name,customerID,ageCategory,gender,date,qtheme,qsubtheme,qtopic
25349416,mijn_berichten,2063529, 30-39, V, 2015-11-16, 41, 29008, 26326
10866501,home,2079573, 50-65, M, 2015-11-24, 41, 11479, 13870
475547,inschrijven,2196006, 50-65, M, 2015-11-27, 51, 11005, 8699
10229023,mijn_werkmap,1628854, 50-65, V, 2015-11-23, 41, 28378, 5564
10567962,mijn_online_trainingen,2036127, 50-65, M, 2015-11-16, 41, 20312, 11665
33156367,mijn_tips,1009621, 18-29, M, 2015-11-26, 41, 11479, 24474
32362733,inschrijven,41975, 50-65, M, 2015-11-20, 41, 20319, 29241
18658048,taken,2052600, 30-39, V, 2015-11-25, 41, 28377, 10585
29290585,taken,2094886, 50-65, M, 2015-11-17, 41, 28376, 28327
15596034,taken,1568475, 40-49, M, 2015-11-30, 41, 28377, 28480
10866501,home,2079573, 50-65, M, 2015-11-24, 41, 9838, 24466
33400400,mijn_werkmap,1865735, 40-49, M, 2015-11-16, 41, 22992, 24762
9589363,mijn_berichten,1973571, 18-29, V, 2015-11-16, 41, 28379, 28452
18321558,inschrijven,2093136, 50-65, V, 2015-11-19, 41, 28379, 28452
25219636,wijziging_doorgeven,1491221, 50-65, M, 2015-11-25, 41, 28379, 29085
25219636,wajong,1491221, 50-65, M, 2015-11-25, 41, 28379, 29085
32658278,mijn_online_trainingen,2092940, 50-65, V, 2015-11-23, 41, 28861, 5789
19618535,timeout.htm,2090729, 50-65, M, 2015-11-23, 41, 28377, 28704
19618535,timeout.htm,2090729, 50-65, M, 2015-11-27, 41, 11476, 7825
32482324,home,1924562, 18-29, V, 2015-11-27, 41, 20312, 6812
32482324,home,1924562, 18-29, V, 2015-11-27, 41, 20312, 6812
34146353,taken,537716, 40-49, M, 2015-11-27, 31, 9492, 10683
34146353,taken,537716, 40-49, M, 2015-11-27, 41, 28379, 28947
30538810,mijn_online_trainingen,224805, 18-29, M, 2015-11-25, 41, 29008, 29009
7449035,inschrijven,1982267, 18-29, M, 2015-11-23, 41, 28380, 10795
17551703,inschrijven,2082601, 50-65, V, 2015-11-27, 41, 28379, 29015
33359455,taken,2062370, 30-39, V, 2015-11-19, 41, 28377, 28503
22668328,taken,2076054, 40-49, M, 2015-11-26, 22619, 22620, 22622
20011504,mijn_cv,2109250, 50-65, M, 2015-11-23, 23066, 20323, 7095
20011504,mijn_cv,2109250, 50-65, M, 2015-11-23, 23066, 20323, 7095
20011504,mijn_cv,2109250, 50-65, M, 2015-11-23, 23066, 20323, 7095
20011504,mijn_cv,2109250, 50-65, M, 2015-11-24, 41, 22992, 24762
20011504,mijn_cv,2109250, 50-65, M, 2015-11-24, 41, 22992, 24762
20011504,mijn_cv,2109250, 50-65, M, 2015-11-24, 41, 22992, 24762
33020697,mijn_online_trainingen,2031522, 18-29, V, 2015-11-23, 41, 28377, 28503
30538810,mijn_online_trainingen,224805, 18-29, M, 2015-11-25, 41, 28861, 28896
4526787,mijn_online_trainingen,2129285, 18-29, M, 2015-11-23, 41, 20319, 29241
18277108,wijziging_doorgeven,2129728, 30-39, V, 2015-11-30, 41, 28377, 28503
30533192,mijn_online_trainingen,2055065, 50-65, V, 2015-11-20, 41, 28379, 28895
40781,taken,2100496, 30-39, M, 2015-11-16, 41, 26259, 27069
40781,taken,2100496, 30-39, M, 2015-11-16, 41, 26259, 27069
23820246,mijn_cv,2091904, 30-39, M, 2015-11-20, 41, 28377, 10585
662759,inschrijven,1921890, 40-49, M, 2015-11-25, 41, 28379, 28452
34146353,taken,537716, 40-49, M, 2015-11-27, 41, 28379, 28452
11326425,mijn_berichten,2068456, 18-29, V, 2015-11-23, 41, 28380, 29061
23571125,mijn_bewijs_van_inschrijving,29035, 50-65, M, 2015-11-23, 41, 28379, 28452
30533192,mijn_online_trainingen,2055065, 50-65, V, 2015-11-20, 41, 11479, 24475
32431381,wijziging_doorgeven,2095518, 50-65, M, 2015-11-16, 41, 20763, 23092
17551703,inschrijven,2082601, 50-65, V, 2015-11-27, 41, 28378, 5564
1511672,mijn_bewijs_van_inschrijving,2006143, 50-65, V, 2015-11-27, 41, 20312, 11665
1511672,mijn_berichten,2006143, 50-65, V, 2015-11-27, 41, 20312, 11665
32658278,mijn_online_trainingen,2092940, 50-65, V, 2015-11-27, 41, 20315, 23343
6452485,taken,707608, 30-39, M, 2015-11-16, 41, 28861, 28897
4999501,mijn_online_trainingen,2091152, 50-65, V, 2015-11-16, 41, 28379, 28452
18104606,inschrijven,1329709, 40-49, V, 2015-11-16, 41, 28370, 28460
18104606,inschrijven,1329709, 40-49, V, 2015-11-20, 41, 28370, 28460
662759,inschrijven,1921890, 40-49, M, 2015-11-25, 41, 1275, 10096
31307329,foutopgetreden.html,39130, 50-65, M, 2015-11-26, 41, 1260, 5796
21416617,mijn_online_trainingen,2030930, 50-65, V, 2015-11-23, 41, 15159, 5852
9200653,mijn_berichten,1208956, 30-39, M, 2015-11-27, 41, 28365, 28456
5761998,home,2109922, 40-49, M, 2015-11-27, 41, 28379, 28895
5761998,home,2109922, 40-49, M, 2015-11-27, 41, 28379, 28895
5761998,home,2109922, 40-49, M, 2015-11-27, 41, 28379, 28895
5761998,home,2109922, 40-49, M, 2015-11-27, 41, 28379, 28895
5761998,home,2109922, 40-49, M, 2015-11-27, 41, 28379, 28895
5761998,home,2109922, 40-49, M, 2015-11-27, 41, 28379, 28895
5761998,home,2109922, 40-49, M, 2015-11-27, 41, 28379, 28895
5761998,home,2109922, 40-49, M, 2015-11-27, 41, 28379, 28895
5761998,home,2109922, 40-49, M, 2015-11-27, 41, 28379, 28895
33907282,mijn_werkmap,953248, 18-29, V, 2015-11-23, 41, 28379, 28895
24841317,mijn_cv,1198689, 50-65, V, 2015-11-27, 41, 28369, 28548
30538810,mijn_online_trainingen,224805, 18-29, M, 2015-11-25, 41, 10217, 25962
7564605,foutopgetreden.html,2109308, 40-49, M, 2015-11-24, 51, 11185, 9842
28296401,mijn_werkmap,2058882, 50-65, M, 2015-11-23, 41, 20321, 26926
33446607,mijn_bewijs_van_inschrijving,13169, 50-65, M, 2015-11-20, 41, 1261, 5800
18658048,taken,2052600, 30-39, V, 2015-11-20, 41, 28861, 28897
5812909,taken,2065905, 50-65, V, 2015-11-27, 41, 28861, 5790
30277757,wijziging_doorgeven,2108688, 50-65, M, 2015-11-20, 23066, 20323, 5665
16672210,taken,2093269, 40-49, M, 2015-11-26, 23066, 20323, 5665
34575094,home,2049572, 50-65, V, 2015-11-23, 31, 10428, 26811
34575094,home,2049572, 50-65, V, 2015-11-23, 31, 10428, 26811
4395150,foutopgetreden.html,2076546, 50-65, M, 2015-11-20, 41, 28378, 5564
34575094,home,2049572, 50-65, V, 2015-11-23, 41, 26814, 9712
34575094,home,2049572, 50-65, V, 2015-11-23, 41, 26814, 9712
14529720,taken,206426, 50-65, M, 2015-11-16, 41, 26814, 9712
35311248,mijn_berichten,2080599, 40-49, V, 2015-11-26, 41, 10217, 26280
28296401,mijn_werkmap,2058882, 50-65, M, 2015-12-01, 41, 28379, 28830
29805880,inschrijven,796462, 50-65, M, 2015-11-30, 25658, 25518, 25559
29805880,inschrijven,796462, 50-65, M, 2015-11-30, 25658, 25518, 25559
29805880,inschrijven,796462, 50-65, M, 2015-11-30, 25658, 25518, 25559
29805880,inschrijven,796462, 50-65, M, 2015-11-30, 25658, 25518, 25559
32658278,mijn_online_trainingen,2092940, 50-65, V, 2015-11-23, 41, 9838, 9842
7564605,foutopgetreden.html,2109308, 40-49, M, 2015-11-24, 51, 11185, 11121
35485709,home,2042991, 18-29, V, 2015-12-02, 41, 28378, 5564
35485709,home,2042991, 18-29, V, 2015-12-02, 41, 28378, 5564
35485709,home,2042991, 18-29, V, 2015-12-02, 41, 28378, 5564
32554158,mijn_online_trainingen,2140113, 18-29, M, 2015-11-27, 41, 28379, 28946
29290585,taken,2094886, 50-65, M, 2015-12-01, 41, 28378, 5574
3306701,inschrijven,2027247, 18-29, V, 2015-07-20, 41, 20315, 7790
4999501,mijn_online_trainingen,2091152, 50-65, V, 2015-11-16, 41, 28369, 28548
34917732,mijn_bewijs_van_inschrijving,2173716, 40-49, M, 2015-11-27, 41, 11479, 24372
34917732,foutopgetreden.html,2173716, 40-49, M, 2015-11-27, 41, 11479, 24372
23861646,inschrijven,1275546, 18-29, V, 2015-07-29, 41, 28379, 28448
21297692,mijn_online_trainingen,1340896, 30-39, V, 2015-11-20, 41, 20312, 11665
22703757,mijn_werkmap,2110037, 30-39, V, 2015-11-24, 41, 28378, 5564
5812909,taken,2065905, 50-65, V, 2015-11-27, 41, 1265, 5816
2968679,mijn_online_trainingen,199335, 30-39, V, 2015-11-30, 41, 15159, 11672
27288486,home,1216536, 18-29, M, 2015-11-25, 41, 20319, 29241
16672210,taken,2093269, 40-49, M, 2015-11-23, 23066, 20323, 7095
34575094,home,2049572, 50-65, V, 2015-11-23, 41, 11130, 28485
34575094,home,2049572, 50-65, V, 2015-11-23, 41, 11130, 28485
22499385,mijn_bewijs_van_inschrijving,2136111, 50-65, M, 2015-11-27, 41, 28369, 28610
24320893,home,2139471, 50-65, M, 2015-11-27, 41, 20319, 29241
29290585,taken,2094886, 50-65, M, 2015-12-01, 31, 29342, 29343
24237367,taken,2015658, 18-29, V, 2015-11-16, 41, 28379, 28974
15524444,mijn_online_trainingen,2095787, 40-49, V, 2015-11-26, 41, 28368, 28338
32385209,mijn_bewijs_van_inschrijving,587104, 50-65, M, 2015-11-16, 41, 28379, 29014
9312164,taken,1137871, 18-29, V, 2015-12-03, 41, 28379, 28895
4637127,home,187055, 50-65, M, 2015-12-01, 41, 28861, 5927
10238375,mijn_berichten,148226, 50-65, V, 2015-11-24, 41, 28379, 28895
5977596,wijziging_doorgeven,2018842, 50-65, V, 2015-07-24, 41, 20315, 26613
25384553,mijn_werkmap,2110280, 50-65, M, 2015-11-24, 41, 28379, 28825
25384553,mijn_werkmap,2110280, 50-65, M, 2015-11-24, 41, 28379, 28825
6970072,mijn_online_trainingen,2086812, 18-29, V, 2015-11-27, 41, 11479, 26282
475547,inschrijven,2196006, 50-65, M, 2015-12-02, 51, 25982, 9798
22703757,mijn_werkmap,2110037, 30-39, V, 2015-11-24, 41, 20312, 29235
21156606,taken,2031676, 30-39, V, 2015-07-15, 41, 28353, 28305
21156606,taken,2031676, 30-39, V, 2015-07-15, 41, 28370, 28323
15091889,wijziging_doorgeven,2056515, 18-29, V, 2015-12-01, 41, 28379, 29014
26738708,inschrijven,1597964, 18-29, M, 2015-11-20, 41, 1275, 9423
32482324,home,1924562, 18-29, V, 2015-11-27, 41, 28381, 28217
32482324,home,1924562, 18-29, V, 2015-11-27, 41, 28381, 28217
30797319,mijn_online_trainingen,708109, 50-65, M, 2015-11-27, 41, 20314, 28238
5022454,mijn_online_trainingen,975905, 30-39, V, 2015-12-02, 41, 28379, 28945
33020697,mijn_online_trainingen,2031522, 18-29, V, 2015-11-23, 41, 22992, 9842
16834085,wijziging_doorgeven,1244572, 18-29, V, 2015-08-10, 41, 28370, 28460
35472448,taken,122969, 50-65, M, 2015-12-02, 41, 26814, 23193
10229023,mijn_werkmap,1628854, 50-65, V, 2015-11-30, 41, 20319, 29241
16505775,mijn_online_trainingen,1684871, 50-65, M, 2015-08-10, 41, 28380, 10567
35715660,inschrijven,1042720, 40-49, V, 2015-11-30, 41, 28377, 28704
1632239,taken,943429, 18-29, V, 2015-12-03, 51, 11188, 15082
6546528,mijn_bewijs_van_inschrijving,1666429, 50-65, M, 2015-11-30, 41, 28377, 10585
21537590,inschrijven,2054670, 50-65, V, 2015-11-30, 41, 11479, 23528
16754112,mijn_online_trainingen,1684766, 50-65, M, 2015-11-25, 41, 1275, 27290
22816817,home,2093287, 18-29, M, 2015-11-24, 41, 28379, 28452
22816817,home,2093287, 18-29, M, 2015-11-24, 41, 28379, 28452
22816817,home,2093287, 18-29, M, 2015-11-24, 41, 28379, 28452
22816817,home,2093287, 18-29, M, 2015-11-24, 41, 28379, 28452
34862974,taken,175761, 50-65, M, 2015-11-26, 41, 1206, 28898
34862974,taken,175761, 50-65, M, 2015-11-26, 41, 1206, 28898
34146353,taken,537716, 40-49, M, 2015-11-27, 41, 28379, 28452
34146353,taken,537716, 40-49, M, 2015-11-27, 41, 28377, 28704
2695520,wijziging_doorgeven,2017740, 18-29, V, 2015-07-24, 41, 1275, 27290
16754112,mijn_online_trainingen,1684766, 50-65, M, 2015-12-04, 41, 1275, 27290
25384553,mijn_werkmap,2110280, 50-65, M, 2015-11-30, 41, 28379, 28452
8663441,mijn_bewijs_van_inschrijving,568449, 50-65, M, 2015-07-29, 41, 28379, 28452
24434738,home,2101472, 40-49, M, 2015-11-23, 41, 28379, 28452
10872602,inschrijven,929908, 30-39, V, 2015-11-30, 41, 20312, 11540
32737050,mijn_werkmap,1801937, 50-65, M, 2015-11-30, 41, 28379, 28452
15065945,taken,2100764, 50-65, M, 2015-11-30, 41, 28379, 28946
25671527,mijn_berichten,2055965, 50-65, V, 2015-12-02, 41, 28379, 28946
35472448,taken,122969, 50-65, M, 2015-12-04, 41, 20320, 22167
30825423,mijn_berichten,2044878, 50-65, M, 2015-12-03, 41, 11479, 23528
19618535,timeout.htm,2090729, 50-65, M, 2015-11-23, 41, 28379, 28452
26003879,inschrijven,129167, 30-39, M, 2015-11-30, 41, 28379, 28452
18539077,mijn_online_trainingen,2102181, 40-49, V, 2015-11-30, 41, 28379, 28947
9162344,inschrijven,1719763, 18-29, V, 2015-11-20, 41, 28379, 28947
9162344,inschrijven,1719763, 18-29, V, 2015-11-20, 41, 28379, 28947
27213692,mijn_berichten,2087796, 50-65, M, 2015-12-02, 41, 28379, 29014
7128669,wijziging_doorgeven,2140294, 50-65, M, 2015-11-23, 41, 28379, 28895
10065615,mijn_werkmap,2082568, 40-49, M, 2015-12-01, 41, 28379, 28895
10872602,inschrijven,929908, 30-39, V, 2015-11-30, 41, 28861, 23343
20489690,taken,1983392, 50-65, M, 2015-08-11, 41, 26814, 9712
4886552,mijn_tips,2055495, 18-29, V, 2015-12-03, 41, 28379, 28827
9336031,taken,2041431, 30-39, V, 2015-12-01, 41, 28379, 28946
7333532,taken,1989212, 50-65, M, 2015-07-23, 41, 28369, 23473
35472448,taken,122969, 50-65, M, 2015-12-04, 41, 28379, 28974
35472448,taken,122969, 50-65, M, 2015-12-01, 31, 29342, 29343
36482855,wijziging_doorgeven,2048557, 50-65, V, 2015-12-04, 26951, 10293, 27170
35700140,taken,672987, 30-39, M, 2015-12-01, 41, 28379, 28444
36482855,wijziging_doorgeven,2048557, 50-65, V, 2015-12-04, 26951, 10293, 27170
21118113,mijn_berichten,2035401, 50-65, M, 2015-12-02, 41, 28379, 28521
4906279,inschrijven,1205494, 30-39, M, 2015-12-02, 41, 28379, 28521
4906279,inschrijven,1205494, 30-39, M, 2015-12-02, 41, 28379, 28521
4906279,inschrijven,1205494, 30-39, M, 2015-12-02, 41, 28379, 28521
32658278,mijn_online_trainingen,2092940, 50-65, V, 2015-12-03, 25658, 26900, 25409
8669468,mijn_berichten,1487836, 50-65, V, 2015-08-10, 41, 28369, 28548
7907768,mijn_online_trainingen,2055705, 50-65, M, 2015-08-10, 41, 28369, 28548
35311248,mijn_berichten,2080599, 40-49, V, 2015-11-26, 41, 20315, 23343
7065400,mijn_werkmap,36761, 50-65, M, 2015-12-07, 41, 28379, 29014
22816817,home,2093287, 18-29, M, 2015-11-24, 41, 28379, 28946
22816817,home,2093287, 18-29, M, 2015-11-24, 41, 28379, 28946
22816817,home,2093287, 18-29, M, 2015-11-24, 41, 28379, 28946
22816817,home,2093287, 18-29, M, 2015-11-24, 41, 28379, 28946
33020697,mijn_online_trainingen,2031522, 18-29, V, 2015-11-24, 31, 9101, 26864
1511672,mijn_bewijs_van_inschrijving,2006143, 50-65, V, 2015-11-30, 41, 20312, 11665
1511672,mijn_berichten,2006143, 50-65, V, 2015-11-30, 41, 20312, 11665
1844378,mijn_online_trainingen,2181148, 30-39, M, 2015-11-30, 41, 28378, 5564
21156606,taken,2031676, 30-39, V, 2015-07-17, 41, 28378, 5564
8263337,taken,2025471, 30-39, V, 2015-07-30, 41, 28379, 28452
30891828,taken,495749, 40-49, V, 2015-07-30, 41, 28379, 28452
30891828,taken,495749, 40-49, V, 2015-07-30, 41, 28379, 28452
33649670,mijn_berichten,2091096, 50-65, V, 2015-11-30, 41, 28379, 28452
36264501,mijn_online_trainingen,2020186, 50-65, M, 2015-12-02, 41, 28379, 28895
1853259,inschrijven,2091851, 50-65, V, 2015-12-08, 41, 28379, 28452
33156367,mijn_tips,1009621, 18-29, M, 2015-12-02, 41, 28379, 28452
5484158,mijn_online_trainingen,2102925, 50-65, M, 2015-12-08, 23116, 24904, 24136
33415666,mijn_cv,1853124, 18-29, M, 2015-12-07, 41, 28379, 28452
17681818,inschrijven,2033724, 50-65, M, 2015-08-11, 41, 11479, 26310
35585046,wijziging_doorgeven,2053245, 50-65, M, 2015-12-07, 41, 28379, 28452
32658278,mijn_online_trainingen,2092940, 50-65, V, 2015-12-08, 41, 26784, 26784
29805880,inschrijven,796462, 50-65, M, 2015-11-30, 25658, 25482, 25484
29805880,inschrijven,796462, 50-65, M, 2015-11-30, 25658, 25482, 25484
29805880,inschrijven,796462, 50-65, M, 2015-11-30, 25658, 25482, 25484
29805880,inschrijven,796462, 50-65, M, 2015-11-30, 25658, 25482, 25484
1511672,mijn_bewijs_van_inschrijving,2006143, 50-65, V, 2015-11-24, 41, 23110, 11503
1511672,mijn_berichten,2006143, 50-65, V, 2015-11-24, 41, 23110, 11503
33359455,taken,2062370, 30-39, V, 2015-11-24, 41, 1261, 28115
1844378,mijn_online_trainingen,2181148, 30-39, M, 2015-11-30, 41, 26784, 26784
28191178,inschrijven,2098998, 18-29, V, 2015-12-07, 41, 28379, 29324
28833274,taken,2072122, 30-39, M, 2015-12-10, 41, 28377, 10585
12361266,taken,2080365, 18-29, V, 2015-12-02, 41, 28379, 28947
35472448,taken,122969, 50-65, M, 2015-12-02, 41, 28379, 28947
35472448,taken,122969, 50-65, M, 2015-12-02, 41, 28370, 22167
25384553,mijn_werkmap,2110280, 50-65, M, 2015-11-30, 41, 28379, 28945
22954698,mijn_online_trainingen,1148426, 40-49, M, 2015-08-10, 41, 20312, 23082
23203833,mijn_online_trainingen,2071784, 50-65, M, 2015-12-01, 41, 28379, 28521
20734348,mijn_online_trainingen,2014537, 30-39, V, 2015-12-11, 41, 28861, 7790
22847366,home,2062283, 30-39, M, 2015-12-09, 41, 28377, 10585
7333532,taken,1989212, 50-65, M, 2015-07-23, 41, 28379, 28452
34702562,mijn_online_trainingen,2101966, 18-29, V, 2015-11-26, 41, 28369, 28548
36052423,mijn_tips,1819917, 40-49, V, 2015-12-02, 31, 29342, 29343
35624573,inschrijven,1671812, 50-65, M, 2015-11-30, 41, 28369, 28548
36417342,inschrijven,2033839, 50-65, M, 2015-11-30, 41, 28369, 28548
7564605,foutopgetreden.html,2109308, 40-49, M, 2015-11-24, 51, 11185, 23125
20011504,mijn_cv,2109250, 50-65, M, 2015-11-24, 41, 28370, 28460
20011504,mijn_cv,2109250, 50-65, M, 2015-11-24, 41, 28370, 28460
20011504,mijn_cv,2109250, 50-65, M, 2015-11-24, 41, 28370, 28460
36417342,inschrijven,2033839, 50-65, M, 2015-12-01, 41, 9838, 11121
5487407,inschrijven,2027082, 40-49, V, 2015-07-20, 41, 10217, 25962
83331,inschrijven,1440514, 30-39, V, 2015-12-02, 41, 20321, 26927
8162220,mijn_online_trainingen,1985789, 50-65, M, 2015-12-02, 41, 28379, 29081
11298463,taken,1642410, 50-65, V, 2015-12-04, 23066, 26241, 7094
9287970,wijziging_doorgeven,961951, 30-39, M, 2015-12-02, 41, 1260, 5796
23416049,taken,2137075, 18-29, M, 2015-12-03, 41, 28379, 28895
36417342,inschrijven,2033839, 50-65, M, 2015-12-01, 31, 29342, 29343
34229029,mijn_berichten,1497412, 40-49, M, 2015-12-02, 41, 28379, 28945
16354290,home,1470694, 18-29, V, 2015-11-30, 41, 28379, 28946
32658278,mijn_online_trainingen,2092940, 50-65, V, 2015-12-03, 25658, 25382, 25415
34720237,mijn_berichten,2184445, 18-29, V, 2015-11-30, 41, 28369, 28548
15065945,taken,2100764, 50-65, M, 2015-11-30, 41, 28379, 29090
6440075,mijn_tips,2092805, 18-29, M, 2015-12-07, 41, 10217, 25962
19408226,mijn_bewijs_van_inschrijving,2108986, 30-39, V, 2015-12-09, 41, 28370, 28460
19408226,mijn_bewijs_van_inschrijving,2108986, 30-39, V, 2015-12-09, 41, 28370, 28463
29290585,taken,2094886, 50-65, M, 2015-12-01, 41, 11448, 11660
34836812,wijziging_doorgeven,1176171, 40-49, V, 2015-12-09, 41, 10217, 25962
19546963,taken,866770, 40-49, M, 2015-12-04, 41, 10217, 25962
29231775,wijziging_doorgeven,2083134, 40-49, M, 2015-12-08, 41, 28370, 28460
34045622,home,2081879, 30-39, M, 2015-12-15, 41, 28378, 5564
32658278,mijn_online_trainingen,2092940, 50-65, V, 2015-12-03, 41, 9838, 9842
3080617,mijn_werkmap,1243293, 40-49, V, 2015-12-09, 41, 28379, 28946
36236174,mijn_online_trainingen,2173957, 40-49, V, 2015-12-08, 41, 28378, 5564
35715660,inschrijven,1042720, 40-49, V, 2015-11-30, 41, 28379, 28946
29528890,taken,2013599, 50-65, V, 2015-07-20, 41, 28378, 5564
29528890,taken,2013599, 50-65, V, 2015-07-20, 41, 28378, 5564
23063206,mijn_bewijs_van_inschrijving,2031939, 40-49, M, 2015-12-01, 41, 1260, 5797
22803400,home,670287, 30-39, V, 2015-12-04, 41, 28377, 28503
22847366,home,2062283, 30-39, M, 2015-12-09, 41, 28380, 28898
23063206,mijn_bewijs_van_inschrijving,2031939, 40-49, M, 2015-12-09, 41, 28379, 29015
11153754,home,2059128, 50-65, V, 2015-08-10, 41, 28376, 28327
11153754,home,2059128, 50-65, V, 2015-08-10, 41, 28376, 28327
35472448,taken,122969, 50-65, M, 2015-12-04, 41, 20320, 14527
12156292,mijn_online_trainingen,2034968, 50-65, M, 2015-12-08, 41, 20319, 29241
12156292,mijn_online_trainingen,2034968, 50-65, M, 2015-12-08, 41, 20319, 29241
662759,inschrijven,1921890, 40-49, M, 2015-12-03, 41, 28377, 28503
34146353,taken,537716, 40-49, M, 2015-12-02, 41, 28377, 28503
24434738,home,2101472, 40-49, M, 2015-11-23, 41, 11448, 5920
4222623,mijn_online_trainingen,101430, 40-49, V, 2015-11-30, 41, 1229, 13552
21118113,mijn_berichten,2035401, 50-65, M, 2015-12-02, 41, 28377, 28503
32365664,mijn_tips,2082000, 40-49, V, 2015-12-02, 41, 28379, 29015
29528890,taken,2013599, 50-65, V, 2015-07-20, 41, 20485, 22321
29528890,taken,2013599, 50-65, V, 2015-07-20, 41, 20485, 22321
24195520,mijn_bewijs_van_inschrijving,2039418, 18-29, V, 2015-08-14, 41, 28377, 28503
20459080,taken,2028579, 18-29, V, 2015-12-07, 26951, 10293, 27170
19618535,timeout.htm,2090729, 50-65, M, 2015-12-08, 41, 28379, 28826
30267640,mijn_online_trainingen,1487509, 40-49, M, 2015-12-01, 41, 28379, 29014
36561551,mijn_online_trainingen,2109571, 50-65, V, 2015-12-03, 41, 28379, 29014
9312164,taken,1137871, 18-29, V, 2015-12-04, 41, 28379, 28895
34146353,taken,537716, 40-49, M, 2015-12-09, 41, 28379, 29014
6002902,wijziging_doorgeven,2003465, 18-29, M, 2015-08-13, 41, 28369, 28548
22847366,home,2062283, 30-39, M, 2015-08-10, 23066, 26244, 23533
10627114,taken,1707957, 30-39, V, 2015-12-10, 41, 1229, 11297
21354561,wijziging_doorgeven,2050807, 50-65, M, 2015-12-01, 41, 28379, 29014
35512105,mijn_werkmap,1861019, 50-65, M, 2015-12-01, 41, 28379, 28895
35472448,taken,122969, 50-65, M, 2015-12-04, 41, 1261, 5801
32842873,wijziging_doorgeven,923929, 18-29, V, 2015-12-11, 41, 28380, 28898
36264501,mijn_online_trainingen,2020186, 50-65, M, 2015-12-17, 41, 28377, 28503
35939599,mijn_bewijs_van_inschrijving,2142243, 30-39, V, 2015-12-02, 41, 20319, 29241
4531449,wijziging_doorgeven,2042550, 40-49, V, 2015-08-14, 41, 28379, 28946
5632062,mijn_online_trainingen,2102942, 40-49, V, 2015-12-03, 41, 28379, 28946
37939595,taken,1039090, 50-65, V, 2015-12-09, 41, 10217, 26280
36870325,mijn_werkmap,1065859, 40-49, V, 2015-12-02, 41, 28379, 28946
32607429,frankrijk,2074173, 40-49, M, 2015-11-30, 51, 25981, 14063
23778350,wijziging_doorgeven,2028084, 40-49, V, 2015-08-14, 41, 22992, 9843
1849343,mijn_berichten,249078, 30-39, V, 2015-12-01, 41, 28377, 28503
36134742,taken,1557248, 30-39, M, 2015-12-07, 41, 28377, 28503
36134742,taken,1557248, 30-39, M, 2015-12-07, 41, 28377, 28503
36134742,taken,1557248, 30-39, M, 2015-12-07, 41, 28377, 28503
38656283,taken,437706, 30-39, V, 2015-12-10, 41, 28377, 28503
5797125,foutopgetreden.html,2071885, 50-65, M, 2015-12-01, 41, 9838, 24466
35624573,inschrijven,1671812, 50-65, M, 2015-12-08, 41, 28379, 28452
29528890,taken,2013599, 50-65, V, 2015-07-20, 41, 28353, 28304
29528890,taken,2013599, 50-65, V, 2015-07-20, 41, 28353, 28304
5977596,wijziging_doorgeven,2018842, 50-65, V, 2015-07-24, 41, 28379, 28452
24320893,home,2139471, 50-65, M, 2015-12-04, 41, 28861, 5789
29973131,wijziging_doorgeven,401878, 40-49, M, 2015-12-16, 41, 20314, 28240
11298463,taken,1642410, 50-65, V, 2015-12-10, 41, 28370, 22167
6149008,wijziging_doorgeven,2046225, 50-65, M, 2015-12-08, 41, 28377, 10585
19823297,mijn_online_trainingen,1228081, 50-65, M, 2015-12-04, 41, 11479, 26632
20576654,taken,437521, 40-49, M, 2015-12-04, 23116, 20582, 19117
6704551,mijn_bewijs_van_inschrijving,2104760, 18-29, V, 2015-12-09, 25658, 25382, 25402
8669468,mijn_berichten,1487836, 50-65, V, 2015-08-10, 41, 20318, 7177
9175627,taken,2040117, 50-65, M, 2015-12-01, 41, 28379, 29014
34792634,mijn_online_trainingen,2093654, 40-49, V, 2015-11-24, 41, 28379, 29014
22702871,inschrijven,1740320, 50-65, M, 2015-08-14, 41, 10217, 25962
22702871,inschrijven,1740320, 50-65, M, 2015-08-14, 41, 10217, 25962
35327860,mijn_berichten,1614804, 50-65, V, 2015-12-15, 41, 28369, 28548
35327860,mijn_berichten,1614804, 50-65, V, 2015-12-15, 41, 28369, 28548
4906279,inschrijven,1205494, 30-39, M, 2015-12-11, 41, 28377, 28503
4906279,inschrijven,1205494, 30-39, M, 2015-12-11, 41, 28377, 28503
4906279,inschrijven,1205494, 30-39, M, 2015-12-11, 41, 28377, 28503
33054772,inschrijven,2143488, 18-29, V, 2015-12-04, 41, 1229, 5685
21156606,taken,2031676, 30-39, V, 2015-07-17, 41, 28370, 28460
1511672,mijn_bewijs_van_inschrijving,2006143, 50-65, V, 2015-12-01, 41, 28379, 28827
1511672,mijn_berichten,2006143, 50-65, V, 2015-12-01, 41, 28379, 28827
36216118,mijn_berichten,1672615, 50-65, V, 2015-12-03, 41, 20314, 5670
27953227,mijn_online_trainingen,1875375, 30-39, M, 2015-12-24, 41, 28378, 5564
662759,inschrijven,1921890, 40-49, M, 2015-12-03, 31, 29342, 29343
25427519,mijn_online_trainingen,2036810, 30-39, V, 2015-12-03, 41, 28379, 28521
21156606,taken,2031676, 30-39, V, 2015-07-17, 41, 20315, 5787
29290585,taken,2094886, 50-65, M, 2015-12-02, 41, 28379, 28829
32482324,home,1924562, 18-29, V, 2015-12-09, 41, 28379, 28521
